PlantID,PlantName,SoilTextureID,PHRangeID,OrganicMatterID,SalinityLevelID,ZoneID,HumidityID,PlantTypeID,PlantDescription
2,Lettuce,2,2,2,2,10.0,2,3,Sample row 461
4,Basil,1,1,2,2,10.0,3,1,Sample row 462
3,Tomato,1,4,2,1,10.0,2,3,Sample row 463
2,Lettuce,3,4,2,2,10.0,1,1,Sample row 464
4,Basil,1,3,2,1,9.0,1,2,Sample row 465
2,Lettuce,2,3,2,1,10.0,3,3,Sample row 466
3,Tomato,2,2,1,2,8.0,2,1,Sample row 467
2,Lettuce,2,4,3,1,8.0,1,1,Sample row 468
4,Basil,3,4,2,1,8.0,3,1,Sample row 469
4,Basil,1,1,1,2,10.0,1,3,Sample row 470
4,Basil,1,1,1,2,9.0,3,1,Sample row 471
3,Tomato,1,4,1,1,9.0,2,1,Sample row 472
3,Tomato,2,3,2,1,8.0,2,3,Sample row 473
3,Tomato,2,4,1,1,9.0,1,2,Sample row 474
4,Basil,3,2,2,2,8.0,3,1,Sample row 475
4,Basil,3,3,1,2,8.0,2,3,Sample row 476
2,Lettuce,3,4,2,2,8.0,3,2,Sample row 477
3,Tomato,3,2,3,1,10.0,1,1,Sample row 478
2,Lettuce,2,2,3,1,8.0,1,2,Sample row 479
2,Lettuce,2,3,1,2,9.0,3,2,Sample row 480
4,Basil,3,1,3,1,8.0,3,2,Sample row 481
2,Lettuce,2,3,3,1,8.0,1,3,Sample row 482
4,Basil,1,3,2,1,9.0,1,1,Sample row 483
3,Tomato,1,4,2,2,9.0,1,2,Sample row 484
2,Lettuce,3,3,1,1,10.0,2,3,Sample row 485
3,Tomato,2,1,3,2,10.0,3,1,Sample row 486
3,Tomato,3,1,3,1,9.0,3,1,Sample row 487
4,Basil,1,4,1,2,10.0,2,2,Sample row 488
3,Tomato,2,3,2,2,8.0,2,3,Sample row 489
4,Basil,3,1,3,2,8.0,3,2,Sample row 490
4,Basil,2,3,2,2,8.0,3,3,Sample row 491
4,Basil,1,3,1,1,10.0,1,2,Sample row 492
3,Tomato,1,3,2,2,10.0,2,3,Sample row 493
2,Lettuce,1,1,3,2,9.0,2,1,Sample row 494
3,Tomato,3,4,1,2,9.0,2,3,Sample row 495
2,Lettuce,1,2,1,2,9.0,3,2,Sample row 496
3,Tomato,1,2,1,2,10.0,3,2,Sample row 497
4,Basil,1,1,2,1,10.0,3,1,Sample row 498
3,Tomato,1,3,2,1,10.0,3,2,Sample row 499
